run_id,scenario,solver,n_proposals,run_iter,seed,start_time,end_time,runtime
2523feab-32d9-4de4-bfcb-c077bde9cc43,LIN+NCONV,Ours,1,5,33,2023-04-01 15:06:13.856518,2023-04-01 15:06:15.890540,2.034022
e42e0d4e-d158-418c-864d-32d71349856a,LIN+NCONV,Ours,1,6,254,2023-04-01 15:06:15.895248,2023-04-01 15:06:17.961631,2.066383
0cd69c67-3a59-43b0-9352-8fb0224a5f9d,LIN+NCONV,Ours,1,7,20,2023-04-01 15:06:17.966339,2023-04-01 15:06:20.022489,2.05615
638dd762-e91f-48db-8e67-682b1df3667c,LIN+NCONV,Ours,1,8,119,2023-04-01 15:06:20.027436,2023-04-01 15:06:22.156189,2.128753
16109320-fe88-4a0e-af49-5a13a3502e78,LIN+NCONV,Ours,1,9,5,2023-04-01 15:06:22.161574,2023-04-01 15:06:24.255301,2.093727
27e15213-1661-4939-b432-d9f6e6b58cbc,LIN+NCONV,Ours,1,10,37,2023-04-01 15:06:24.259965,2023-04-01 15:06:26.301209,2.041244
ca16b2e1-79b1-43da-a5a4-c1adf12fa9cf,LIN+NCONV,Ours,10,1,113,2023-04-01 15:06:26.518219,2023-04-01 15:06:28.553460,2.035241
7058dee1-4aa1-489b-b965-27e8b1c2c8c1,LIN+NCONV,Ours,10,2,183,2023-04-01 15:06:28.598318,2023-04-01 15:06:30.664354,2.066036
0666e3df-be63-4bf6-b1a1-e4be38462334,LIN+NCONV,Ours,10,3,172,2023-04-01 15:06:30.709466,2023-04-01 15:06:32.742945,2.033479
1095f854-18ae-4337-8e46-0b3522e98bde,LIN+NCONV,Ours,10,4,253,2023-04-01 15:06:32.788209,2023-04-01 15:06:34.885196,2.096987
54999beb-2679-4f84-ba33-9b3a57116cfd,LIN+NCONV,Ours,10,5,33,2023-04-01 15:06:34.930943,2023-04-01 15:06:36.969442,2.038499
0d940a10-1787-4fe1-91b6-73a9ecb8e479,LIN+NCONV,Ours,10,6,254,2023-04-01 15:06:37.018464,2023-04-01 15:06:39.054166,2.035702
0a7c36dd-0c65-402f-914c-0598d89a87ec,LIN+NCONV,Ours,10,7,20,2023-04-01 15:06:39.099700,2023-04-01 15:06:41.164233,2.064533
69e01229-605b-4c3a-ab20-1c6adfd5e72f,LIN+NCONV,Ours,10,8,119,2023-04-01 15:06:41.209251,2023-04-01 15:06:43.253703,2.044452
68b0a720-0a11-4bb0-a90a-8b13e9b42752,LIN+NCONV,Ours,10,9,5,2023-04-01 15:06:43.298732,2023-04-01 15:06:45.337349,2.038617
be552f70-30e8-4cae-80cf-c7fb61f7a6f8,LIN+NCONV,Ours,10,10,37,2023-04-01 15:06:45.382436,2023-04-01 15:06:47.473818,2.091382
